"Country Name","Country Code","Year","average_value_Adjusted net enrollment rate, primary, female (% of primary school age children)","average_value_Adjusted net enrollment rate, primary, male (% of primary school age children)","average_value_Adolescent fertility rate (births per 1,000 women ages 15-19)","average_value_Births attended by skilled health staff (% of total)","average_value_Children out of school, primary, female","average_value_Children out of school, primary, male","average_value_Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","average_value_Fertility rate, total (births per woman)","average_value_Life expectancy at birth, female (years)","average_value_Life expectancy at birth, male (years)","average_value_Mortality rate, adult, female (per 1,000 female adults)","average_value_Mortality rate, adult, male (per 1,000 male adults)","average_value_Persistence to last grade of primary, female (% of cohort)","average_value_Persistence to last grade of primary, male (% of cohort)","average_value_Primary education, teachers (% female)","average_value_Progression to secondary school, female (%)","average_value_Progression to secondary school, male (%)","average_value_Repeaters, primary, female (% of female enrollment)","average_value_Repeaters, primary, male (% of male enrollment)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, secondary, female (% net)","average_value_School enrollment, secondary, male (% gross)","average_value_School enrollment, secondary, male (% net)","average_value_School enrollment, tertiary, female (% gross)","average_value_School enrollment, tertiary, male (% gross)","average_value_Secondary education, general pupils (% female)","average_value_Secondary education, pupils (% female)","average_value_Secondary education, teachers (% female)","average_value_Secondary education, vocational pupils (% female)","average_value_Survival to age 65, female (% of cohort)","average_value_Survival to age 65, male (% of cohort)","average_value_Trained teachers in primary education, female (% of female teachers)","average_value_Trained teachers in primary education, male (% of male teachers)"
"Bhutan","BTN","2005","70.34667","70.11571","56.3984","52.3","15987","16529","","","","","","","","","","","","","","","","","","","2.788","65.56","65.002","256.079","250.452","87.7407302856445","81.1164779663086","38.1829490661621","97.61769","95.55022","","","42.716480255127","34.79663","46.3259887695313","32.96312","3.74643993377686","6.17732000350952","47.3527","47.14787","31.020679473877","33.65079","62.2339736","62.6604354","94.6852035522461","93.282829284668"
"Central African Republic","CAF","1960","","","173.3156","","","","","","","","","","","","","","","","","","","","","","5.84","37.746","34.811","459.198","523.5","","","","","","","","","","","","","","","","","","29.1221118","24.1897562","",""
"Channel Islands","CHI","1963","","","27.8276","","","","","","","","","","","","","","","","","","","","","","2.55","74.007","68.006","108.129","180.527","","","","","","","","","","","","","","","","","","81.55315","69.965909","",""
"China","CHN","1984","","","21.6728","","","","","","","","","","","","","","","","","","","","","","2.607","69.766","66.761","123.793","158.501","","","37.0054893493652","","","","","23.9614391326904","","35.2443885803223","","","","39.4549","39.42926","26.2650508880615","39.03882","75.9788164","70.0975594","",""
"Cote d'Ivoire","CIV","1998","","","138.133","","","","","","","","","","30.863260269165","47.578369140625","41.758731842041","8.11168003082275","12.1401195526123","10.7375602722168","8.11168003082275","12.1401195526123","10.7375602722168","14.9842395782471","23.5788593292236","20.5865001678467","6.014","52.145","48.67","433.278","453.627","","","19.6284503936768","","","25.06695","25.69495","","","","","","","33.99351","","","","43.5451102","36.9066956","",""
"Cabo Verde","CPV","1996","","","102.7384","","","","","","","","","","","","","","","","","","","","","","4.287","68.625","64.289","162.906","207.342","","","","","","","","","","","","","","","","","","72.9025118","62.7591178","",""
"Curacao","CUW","1999","","","42.0808","","","","","","","","","","","","","","","","","","","","","","","","","83.652","177.406","","","","","","","","","","","","","","","","","","85.7106984","73.5375574","",""
"Czech Republic","CZE","1971","","","49.6578","","","","","","","","","","","","","","","","","","","","","","2","73.37","66.16","109.232","221.463","","","","","","","","86.146369934082","","82.4123764038086","","6.52692985534668","11.1985702514648","50.27188","49.95617","","49.51191","81.3685444","65.3866452","",""
"Djibouti","DJI","1985","21.54557","28.68465","51.0826","","27350","25195","","","","","","","","","","","","","","","","","","","6.328","57.038","53.982","271.035","323.064","","","","","","","","7.51133012771606","6.82227","12.4032201766968","11.25658","","","32.32222","36.57246","","49.48139","54.9327348","48.9460706","",""
"Algeria","DZA","1961","","","124.7566","","","","","","","","","","","","","","","","","","","","","","7.573","47.333","45.883","319.799","369.759","","","","","","","","","","","","","","","","","","43.5337458","38.9956488","",""
"Europe & Central Asia (excluding high income)","ECA","1991","","","53.9751911018411","","","","","","","","","","","","","","","","","","","","","","2.23096558002221","72.4934517190438","63.6840555857143","120.338949574293","284.620973276645","97.11264","96.66317","81.98499","","","","","","","","","38.301830291748","34.5251197814941","49.46554","48.41985","","42.75159","77.7934793937488","55.9394663700529","",""
"Euro area","EMU","1980","","","23.3938119972726","","295253","364374","","","","","","","","","","","","","","","","","","","1.77439461885453","77.0825014281853","70.1477062336764","81.6741810361391","177.248124508382","94.54911","92.50818","73.98211","95.39778","95.18724","4.50203","6.49912","86.61454","77.07952","86.98219","75.40982","22.8957195281982","29.3482799530029","50.18206","48.69741","51.67887","44.98941","85.870303117528","72.4523325724657","",""
"Eritrea","ERI","1972","","","115.056","","","","","","","","","","","","","","","","","","","","","","6.624","45.664","42.271","390","445.001","","","","","","","","","","","","","","","","","","38.434928","32.589524","",""
"Estonia","EST","2016","94.32545","93.08167","9.3846","99.4","1009","1235","","","","","","","","","","","","","45.5398406982422","29.3149108886719","37.7995796203613","89.8910598754883","83.6081771850586","86.8937530517578","1.6","82.2","73.3","67.212","168.184","99.4003829956055","99.4182281494141","90.5727081298828","99.96716","99.69281","0.34783","0.707","115.451278686523","95.02152","114.600028991699","93.42454","86.4478607177734","57.2157096862793","51.53087","48.8306","76.0757675170898","38.92059","90.474212","75.56849","",""
"Micronesia, Fed. Sts.","FSM","1972","","","74.934","","","","","","","","","","","","","","","","","","","","","","6.894","61.538","58.078","222.701","249.094","","","","","","","","124.079132080078","","160.096862792969","","","","42.44453","41.78407","","2.32558","62.201841","55.200786","",""
"Guyana","GUY","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Haiti","HTI","1985","47.45512","50.89255","81.4096","","244516","232044","","","","","","","","","","","","","","","","","","","6.028","54.215","51.074","311.056","360.454","33.8646583557129","30.8731899261475","","69.97292","64.31588","13.28683","12.26692","","","","","","","47.66029","","","","49.9190902","44.2387906","",""
"Hungary","HUN","1983","","","55.938","","","","","","","","","","","","","","","","","","","","","","1.75","73.02","65.12","133.099","288.808","97.3515701293945","96.779296875","","99.8458","99.63525","2.24531","3.28912","86.6768417358398","","87.1255416870117","","15.6985197067261","14.091329574585","51.1582","48.3893","","42.26812","78.8023936","59.4631782","",""
"Jamaica","JAM","1989","98.8042","97.42072","102.8528","92","1929","4262","","","","","","","","","","","","","","","","","","","3.003","73.741","72.067","122.886","190.734","","","82.7236404418945","","","2.91519","3.49934","67.249641418457","","60.6554985046387","","","","","52.18963","66.4165115356445","","80.920723","76.9948102","",""
"Jamaica","JAM","1995","","","95.318","","","","","","","","","","","","","","","","","","","","","","2.768","75.304","72.996","126.43","211.373","","","","","","","","","","","","","","","","","","81.7731628","75.6669784","",""
"Kazakhstan","KAZ","1995","","","46.746","99.6","","","","","","","","","","","","","","","","","","","","","2.26","69.4","58","165.784","383.119","","","95.9317321777344","","","0.27606","0.48205","","","","","40.1899909973145","31.1944599151611","","","","","72.0482016","46.4671004","",""
"Lebanon","LBN","2006","","","16.272","","","","","","","","","","","","","","","","","","","","","","1.956","79.153","75.484","63.776","90.509","97.4632263183594","91.6622314453125","85.0137405395508","97.96264","95.84968","7.81942","11.1172","","","","","","","53.43015","51.61928","53.9628295898438","39.66891","88.8853284","83.8579378","",""
"Lebanon","LBN","2016","","","14.8948","","","","","","","","","","","","","","","","","","","","","","2.104","80.758","76.996","49.496","68.69","97.3294677734375","90.9486618041992","87.5372161865234","97.82744","97.36241","6.11769","8.63672","","","","","","","53.03486","51.23687","67.8135375976563","40.2995","90.5308686","86.0442946","",""
"Liberia","LBR","1978","","","203.0154","","","","","","","","","","","","","","","","","","","","","","6.95","46.799","43.115","337.044","406.579","","","","","","12.36208","10.37384","12.0731496810913","","31.0533008575439","","","","29.00718","28.3986","","12.76715","42.0875442","35.48863","",""
"Least developed countries: UN classification","LDC","2009","77.57688","82.22572","107.340523635439","","13300000","10600000","","","","","","","","","","","","","","","","","","","4.57168834393032","62.3998233989788","59.2118185683063","231.970626820011","278.736033881635","55.26383","54.02501","41.59568","77.93721","80.01064","10.71855","11.06139","33.60222","29.11726","41.05466","33.53541","5.65284013748169","9.168869972229","45.01762","44.60163","24.58181","37.54116","62.7140943942233","55.9279460597558","78.4417266845703","71.5815582275391"
"Lower middle income","LMC","1976","","","112.065458740605","","37200000","22000000","","","","","","","","","","","","","","","","","","","5.44893985909085","54.417976717112","52.4759829770758","271.519476794321","313.683593884259","49.32657","51.94726","37.01622","","","11.37886","12.39313","21.27833","","34.64599","","4.67563009262085","7.57046985626221","36.70037","36.8124","41.65785","38.70808","52.0952762183496","46.7839903524257","",""
"Low & middle income","LMY","1987","","","75.2300214550501","","62800000","38300000","","","","","","","","","","","","","","","","","","","3.87158386842276","64.227725721078","60.6060634750967","181.662268213619","242.591150152222","70.26109","70.13336","48.87662","","76.25095","7.31213","8.62251","37.57315","","48.40027","","7.47421979904175","9.82013034820557","42.50041","42.7182","46.96027","44.61355","67.3363388903558","59.432989103165","",""
"Lesotho","LSO","2000","77.49773","71.92492","86.9672","48.1","42140","52967","","","","","","","","","","","","","","","","","","","3.792","50.869","44.92","547.808","589.732","62.9006118774414","47.5133590698242","80.1818618774414","67.19871","70.29504","16.42907","20.22539","31.7824592590332","22.00631","24.7108306884766","13.85778","2.38639998435974","1.60547995567322","56.7939","56.76261","52.909740447998","55.03407","35.830513","22.942329","77.2753677368164","61.7058792114258"
"Lithuania","LTU","1997","","","31.774","100","","","","","","","","","","","","","","","","","","","","","1.47","76.62","65.47","111.475","314.156","","","91.4863433837891","","","0.78301","1.86329","92.0269165039063","","89.4094467163086","","38.8926811218262","26.193660736084","51.68182","49.92581","77.1877975463867","39.19736","82.182503","56.718067","",""
"Macao SAR, China","MAC","1995","","","6.6448","","","","","","","","","","","","","","","","","","","","","","1.236","81.324","76.371","51.023","98.974","","","","","","","","","","","","","","","","","11.11111","91.5626008","83.9619806","",""
"Morocco","MAR","1960","","","150.518","","","","","","","","","","","","","","","","","","","","","","7.04","49.806","47.152","294.623","354.75","","","","","","","","","","","","","","","","","","47.0501096","40.9320296","",""
"Madagascar","MDG","1991","","","149.2648","","","","","","","","","","","","","","","","","","","","","","6.149","52.869","50.388","306.229","355.21","21.22998046875","22.3087692260742","","","","34.06268","37.28536","","","","","2.884929895401","3.5611400604248","49.67376","","","","49.5150876","44.366972","",""
"Marshall Islands","MHL","1987","","","","","","","","","","","","","","","","","","","","","","","","","5.9","74.6","69.8","","","","","","","","","","","","","","","","","","","","","","",""
"Marshall Islands","MHL","2017","","","","92.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle income","MIC","1967","","","87.2900537402944","","","","","","","","","","","","","","","","","","","","","","5.68637886146791","54.9174248493525","51.6596179856998","281.564537191388","328.77042701992","","","","","","","","","","","","","","","","","","52.8659524964489","45.5584778289068","",""
"Malaysia","MYS","1967","","","66.432","","","","","","","","","","","","","","","","","","","","","","5.529","64.897","61.918","221.824","258.518","","","","","","","","","","","","","","","","","","65.718959","58.689383","",""
"Namibia","NAM","1992","82.11097","78.68053","91.686","68.2","25689","30150","","","","","","","","","","","","","","","","","","","4.958","64.033","58.179","224.2","313.466","","","64.9468536376953","","","23.20277","26.06195","51.9443893432617","","43.248851776123","","","","55.41962","55.13177","46.0115013122559","21.55772","64.479399","51.089398","",""
"Netherlands","NLD","1972","93.07326","91.18525","18.909","","49457","65910","","","","","","","","","","","","","","","","","","","2.15","76.79","70.81","84.68","158.082","97.0769805908203","93.0091323852539","48.3715896606445","65.56316","62.95564","2.16973","3.12434","72.7288436889648","69.02473","83.7782669067383","74.60409","12.4022903442383","30.1899299621582","47.80778","45.36399","22.8002605438232","41.85462","86.032149","74.356932","",""
"Nepal","NPL","1980","","","130.832","","","","","","","","","","","","","","","","","","","","","","5.725","47.039","46.428","387.741","425.142","","","9.64214992523193","","","","","","","","","","","","20.00297","9.14752960205078","","39.7579656","36.5668756","",""
"Peru","PER","2000","99.54804","98.75669","72.4538","59.3","8201","23465","","","","","","","","","","","","","","","","","","","2.845","73.353","68.852","120.86","186.297","80.4578323364258","81.3659515380859","62.1155281066895","95.54549","99.42773","10.39011","10.90038","78.5265121459961","61.47621","82.9102401733398","62.51048","","","47.51093","47.51093","43.6934089660645","","79.517448","71.2142602","",""
"Philippines","PHL","1990","","","50.6196","","107279","27856","","","","","","","44.4221115112305","47.8646812438965","46.1306495666504","18.9949703216553","18.5899696350098","18.7939701080322","","","","","","","4.32","69.6","63.327","183.463","282.441","","","","","","","","73.3878631591797","","70.6978988647461","","","","49.85139","49.85139","","","75.7997974","61.126636","",""
"Pre-demographic dividend","PRE","1972","","","164.907823925657","","","","","","","","","","","","","","","","","","","","","","6.88189308668628","45.7136026179636","43.2488865928798","380.527251606361","433.841127720761","59.24481","64.96536","27.72768","56.07132","53.55114","12.7728","13.68459","6.99543","","13.72164","","1.10829997062683","1.94297003746033","34.09867","33.51755","27.25113","27.5659","39.2094505799779","34.0936718932206","",""
"Puerto Rico","PRI","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Post-demographic dividend","PST","1995","","","26.8943281016255","","1347973","1412337","","","","","","","","","","","","","","","","","","","1.60955581543529","79.5664710996244","72.7668316667773","77.5748328079777","160.632460985665","95.02698","94.14136","79.49393","97.32566","97.58238","1.29215","1.83504","101.7339","85.51931","100.4288","84.58248","55.7192306518555","50.8996391296387","49.82317","49.13455","54.14126","46.14521","87.7838304578356","76.7088609504904","",""
"South Asia","SAS","1996","","","84.9794339001635","","23400000","12700000","","","","","","","","","","","","","","","","","","","3.81068241073697","61.8083968351416","60.3784909054604","202.802579416635","251.231035623404","59.46744","62.02749","34.92782","83.93976","88.25257","4.81295","4.30409","34.07743","","51.02454","","4.09892988204956","7.16078996658325","38.38192","38.14046","32.75402","17.14592","62.701881209432","57.3748313368436","",""
"Saudi Arabia","SAU","2008","","","11.9372","97","","","","","","","","","","","","","","","","","","","","","3.158","75.204","72.282","87.688","107.622","","","50.90576171875","","","3.14501","3.46702","","","","","34.8045082092285","27.0476608276367","47.91212","","","","83.4333356","78.9956592","",""
"Sudan","SDN","1972","","","151.607","","","","","","","","","","","","","","","","","","","","","","6.91","54.377","51.469","294.859","347.042","","","","","","","","","","","","","","","","","","51.131375","45.418962","",""
"Solomon Islands","SLB","1966","","","53.3264","","","","","","","","","","","","","","","","","","","","","","6.47","54.44","52.105","325.262","365.563","","","","","","","","","","","","","","","","","","49.5905862","43.8739054","",""
"El Salvador","SLV","1960","","","144.3768","","","","","","","","","","","","","","","","","","","","","","6.674","52.251","47.716","284.937","365.725","","","","","","","","","","","","","","","","","","49.2228956","40.4818324","",""
"Small states","SST","1974","","","105.355569565723","","315961","312766","","","","","","","","","","","","","","","","","","","4.70470514958081","62.099292223233","57.3424631682376","229.262950379474","301.218196362904","68.86762","63.67974","61.37079","","","","","44.0029","39.33776","45.02333","37.5399","4.68346977233887","5.2849497795105","50.09392","48.99144","52.63854","39.97878","63.3174574325151","52.94105243148","",""
"Slovak Republic","SVK","2001","88.7486","87.50992","21.9838","99.43","5263","5208","","","","","","","99.6080322265625","99.6733474731445","99.6387634277344","10.7495203018188","14.5412902832031","12.5332803726196","10.1107196807861","13.7465295791626","11.8211097717285","42.864128112793","40.5042686462402","41.753978729248","1.2","77.5","69.5","82.045","210.583","98.8647994995117","97.603141784668","93.3311462402344","99.84429","99.54621","2.14354","2.64466","86.5924072265625","","85.4813690185547","","31.470760345459","28.7119808197021","49.89922","49.26615","72.3901901245117","47.85614","86.4692614","68.0958206","",""
"Slovenia","SVN","1994","","","15.3812","99.9","","","","","","","","","","","","","","","","","","","","","1.32","77.4","69.6","85.924","201.126","","","92.7990188598633","","","","","90.2666091918945","","86.8106384277344","","33.2071304321289","25.8169002532959","51.87167","49.31307","68.5850830078125","44.56655","86.7817106","70.5675242","",""
"Turks and Caicos Islands","TCA","2015","","","","","473","494","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.64","4.67219","76.2114486694336","","68.9533233642578","","","","51.56483","51.56483","60.476188659668","","","","",""
"East Asia & Pacific (IDA & IBRD countries)","TEA","2018","95.53443","96.40639","22.4637970556001","95.1149705160757","2959910","2498850","","","","","","","","","","","","","","","","","","","1.87619669674225","77.7993429341631","72.8745555166805","77.652381928672","124.925844299729","95.62079","94.51659","69.33088","","","0.47546","0.85929","84.49041","80.78035","82.74461","76.08895","48.6120796203613","40.0551414489746","48.84209","47.85229","57.07034","42.74538","86.5671452259476","79.2426467902103","",""
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","1975","","","155.018812393368","","17100000","14500000","","","","","","","","","","","","","","","","","","","6.79862079706541","48.0882582302846","45.1568827353219","354.980695618223","416.422558933473","62.88079","65.29235","34.74383","63.56614","58.28298","11.13179","11.89566","11.82836","","17.4032","","1.24836003780365","1.99790000915527","41.08778","40.26245","","30.82121","42.5917374073228","36.5433373011399","",""
"Tanzania","TZA","2009","","","129.334","","","","","","","","","","","","","","","","","","","","","","5.489","59.319","55.978","302.457","360.068","86.6839065551758","76.4243774414063","49.0625686645508","","","2.2709","2.43899","","","","","","","44.56193","","","","55.0213922","46.8370286","100","100"
"World","WLD","1994","","","63.3577408073512","","64100000","43800000","","","","","","","","","","","","","","","","","","","2.92184208509784","68.5326653445501","63.8405136637069","153.6702035679","226.010503506089","75.96744","75.39771","57.66829","82.85909","84.79596","5.46324","6.36661","52.17136","","59.94394","","14.4310598373413","15.4218101501465","45.44106","45.36358","49.62865","44.78826","73.3992423082584","64.1586442572569","",""
"Zambia","ZMB","1972","71.00342","81.60143","195.698","","126468","81040","","","","","","","","","","","","","","","","","","","7.392","52.407","49.53","320.203","377.178","52.8290481567383","80.0924606323242","34.7341003417969","","","1.69826","2.24916","8.94178009033203","","17.9827995300293","","","","33.48487","33.13857","","28.66064","48.221738","42.193084","",""
"Zimbabwe","ZWE","1980","","","145.4352","","","","","","","","","","","","","","","","","","","","","","6.865","61.46","58.022","231.874","291.513","","","","","","","","","","","","","","","","","100","61.9864786","54.4133012","",""
"Africa Eastern and Southern","AFE","1973","","","142.469778120732","","","","","","","","","","","","","","","","","","","","","","6.80676547232644","49.4188565749637","46.2841961962758","346.054648783361","410.217738143907","","","","","","","","","","","","","","","","","","44.2727510875226","37.9543351629894","",""
"Afghanistan","AFG","2019","","","61.325","","","","","","","","","","","","","","","","","","","","","","4.321","66.388","63.382","188.839","233.884","","","","","","","","","","","","","","","","","","68.74918","62.0382138","",""
"Angola","AGO","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Arab World","ARB","1991","","","69.0682954783595","","5715658","3754281","","","","","","","","","","","","","","","","","","","5.0360913500545","66.6074249438956","62.9648822787676","165.948673084851","225.36364744171","81.69234","85.26783","49.76613","86.72363","89.84901","7.33494","10.49106","45.85587","39.69981","59.81752","49.49954","9.08343029022217","12.3824396133423","42.72759","42.39865","39.10087","39.82943","70.6255066199712","62.8033868170328","",""
"Austria","AUT","2019","","","6.7488","","","","","","","","","","","","","","","","","","","","","","1.46","84.2","79.5","","","","","","","","","","","","","","","","","","","","92.8078364","86.6619342","",""
"Benin","BEN","1999","","","119.9574","","","","","","","","","","","","","","","","","","","","","","6.038","56.854","53.499","257.046","315.915","","","22.6446304321289","","","","","13.2330598831177","","28.7062397003174","","1.29025995731354","5.25666999816895","","31.35979","12.1940402984619","","55.6334854","49.0680642","77.2100601196289","51.9863891601563"
"Bahrain","BHR","2019","","","13.11","","1654","1116","","","","","","","","","","","","","","","","","","","1.964","78.423","76.436","55.458","71.223","","","74.7991485595703","","","","","101.521987915039","","93.2251434326172","","73.9171981811523","41.0149307250977","","","59.014720916748","","89.2977986","86.5924108","100","100"
"Bosnia and Herzegovina","BIH","1989","","","32.3564","96.6","","","","","","","","","","","","","","","","","","","","","1.803","74.331","67.952","104.886","214.31","","","","","","","","","","","","","","","","","","81.5658662","67.6888784","",""
"Botswana","BWA","1970","53.12263","44.81562","158.4964","","29011","34030","","","","","","","","","","","","","","","","","","","6.645","57.011","50.668","291.281","352.486","50.4904289245605","48.7224807739258","54.1098899841309","","","0.3632","0.29783","6.8132700920105","","8.51646041870117","","0","0","46.8886","45.48778","28.8951797485352","41.25387","53.7588814","39.8437596","",""
"Canada","CAN","1978","","","29.1472","","","","","","","","","","","","","","","","","","","","","","1.768","78.32","70.92","88.565","176.041","","","","","","","","90.2939376831055","","88.5140228271484","","","","49.41452","49.41452","","","85.3779586","73.1738454","",""
"Central Europe and the Baltics","CEB","1982","","","48.6955219762122","","","","","","","","","","","","","","","","","","","","","","2.14074654826205","74.2041925895771","66.90072922601","107.386160057311","234.636261858421","","","","","","","","88.62453","","87.79542","","16.9928207397461","15.42809009552","51.86255","49.09465","","44.77166","81.3742306464436","64.0985930644415","",""
"Cameroon","CMR","1990","68.15451","78.15279","183.1988","","311832","216110","","","","","","","","","","","","","","","","","","","6.436","54.891","51.858","327.286","378.617","61.5108795166016","57.8149185180664","30.1264400482178","42.04013","47.90848","27.37035","29.70478","21.044620513916","","30.721040725708","","","","40.51068","40.50302","21.7184600830078","40.47201","51.3784144","44.6994712","",""
"Congo, Dem. Rep.","COD","1997","","","124.106","","","","","","","","","","","","","","","","","","","","","","6.774","50.496","47.623","334.059","388.101","","","","","","","","","","","","","","","","","","45.237247","39.637521","",""
"Colombia","COL","2015","96.60999","96.16239","69.3178","95.9","64430","76236","","","","10.5640296936035","10.0231895446777","10.3048801422119","51.2552795410156","49.3331184387207","50.3342514038086","20.7478904724121","18.1852493286133","19.5199699401855","20.7478904724121","18.1852493286133","19.5199699401855","46.1377410888672","44.6078300476074","45.4046592712402","1.863","79.346","73.686","89.3","190.835","92.2972030639648","87.8815307617188","77.2938079833984","","","1.871","2.73241","98.1256408691406","78.53982","91.4541015625","72.78667","57.4341697692871","49.2761993408203","50.47237","50.70187","51.4513282775879","53.57311","86.4064798","77.2280762","94.9899215698242","90.7409591674805"
"Colombia","COL","1980","","","89.9318","","","","","","","","","","","","","","","","","","","","","","3.856","69.638","64.256","161.421","250.002","","","79.0022125244141","","","","","42.7829818725586","","41.6151504516602","","7.87436008453369","9.8404598236084","50.30464","50.21233","41.9991798400879","49.92384","73.119357","63.0156704","",""
"Comoros","COM","1968","","","125.052","","","","","","","","","","","","","","","","","","","","","","7.055","46.285","43.214","396.63","460.702","","","","","","","","","","","","","","","","","","38.3984142","31.9425212","",""
"Curacao","CUW","1980","","","52.658","","","","","","","","","","","","","","","","","","","","","","","","","98.65","185.258","","","","","","","","","","","","","","","","","","82.9735778","72.169381","",""
"Djibouti","DJI","1964","","","48.105","","","","","","","","","","","","","","","","","","","","","","6.595","47.047","44.434","362.142","414.904","","","","","","","","","","","","","","","","","","41.13688","35.9867494","",""
"Dominica","DMA","1991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.637809753418","","","","","","","","","5.22586011886597","6.47223997116089","52.03201","","","","","","",""
"Algeria","DZA","1995","84.39233","92.23078","18.6414","","356793","185079","","","","","","","","","","","","","","","","","","","3.448","70.087","67.033","138.9","182.515","90.0034713745117","89.7273864746094","43.0632400512695","88.851","90.31565","6.44591","10.95326","55.0274314880371","49.12656","62.1638717651367","55.83023","","","46.65855","45.98217","43.1113395690918","34.40255","75.8383222","69.2821778","",""
"East Asia & Pacific","EAS","2018","95.56074","96.36167","20.6902028079897","95.4071954213074","3205055","2748943","","","","","","","","","","","","","","","","","","","1.82300256653706","78.6986051042066","73.611109977597","73.9225944254405","120.582131935231","95.6006","94.55107","69.54305","","","0.47228","0.85652","86.08038","81.24246","84.4536","76.79316","50.5464401245117","42.9728393554688","48.87815","47.87706","55.4338","42.61983","87.2817355207659","80.0348883139531","",""
"Spain","ESP","1992","99.80466","99.50345","9.679","","2417","6484","","","","","","","","","","","","","","","","","","","1.31","81.19","73.81","57.036","143.36","","","74.9944381713867","99.54158","100","","","109.41056060791","","101.305839538574","","41.1444816589355","37.4761085510254","50.52342","50.69799","50.4680099487305","51.24487","90.727173","78.788819","",""
"Estonia","EST","1961","","","21.4466","","","","","","","","","","","","","","","","","","","","","","1.98","72.485","64.433","112.987","239.289","","","","","","","","","","","","","","","","","","79.8113352","62.2235584","",""
"Ethiopia","ETH","1984","","","120.799","","","","","","","","","","","","","","","","","","","","","","7.437","45.687","42.777","376.028","432.988","","","24.4755706787109","","","","","8.99586963653564","","15.9676904678345","","0.11065000295639","0.920069992542267","35.79335","35.77614","","33.24892","39.3014688","33.7890304","",""
"Gabon","GAB","1984","","","200.093","","","","","","","","","","","","","","","","","","","","","","5.709","59.862","56.96","244.691","295.717","","","29.9579200744629","","","32.65851","33.49954","27.1536998748779","","39.6108283996582","","2.90593004226685","7.91675996780396","43.06113","40.66372","24.4964904785156","35.52872","59.4892602","53.2686218","",""
"Ghana","GHA","2000","66.8352","68.96736","83.9638","","501598","489610","","","","","","","","","","","","","","","","","","","4.826","57.764","56.228","279.94","319.064","57.9717407226563","60.7476615905762","34.3091583251953","85.88517","84.88399","4.84457","5.12735","31.5277500152588","29.31743","38.5909996032715","34.873","","","44.47306","43.99517","22.3192100524902","8.64846","55.828832","51.053354","85.6186981201172","60.4623107910156"
"Gambia, The","GMB","2018","85.69509","77.98925","75.7058","82.7","25341","39679","","","","","","","","","","","","","","","","","","","5.219","63.151","60.362","224.406","279.951","88.4419708251953","80.2202835083008","35.5168113708496","","","","","","","","","","","53.16469","","19.4490509033203","","64.2257536","57.0530208","100","100"
"Grenada","GRD","2008","","","40.998","","","","","","","","","","","","","","","","","","","","","","2.282","75.639","70.594","111.289","204.139","","","75.284553527832","91.81074","84.03831","1.96464","3.70728","115.589500427246","","125.852821350098","","","","47.33339","47.33339","62.9518089294434","","82.0816168","72.718297","74.2980575561523","71.0526275634766"
"Greenland","GRL","2019","","","","","","","","","","","","","","","","","","","","","","","","","2.08","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guam","GUM","1987","","","84.27","","","","","","","","","","","","","","","","","","","","","","3.097","73.69","69.063","110.299","165.889","","","","","","","","","","","","","","48.51307","","","45.90909","81.202033","72.135534","",""
"Guyana","GUY","2015","","","77.854","95.8","","","","","","","","","","","","","","","","","","","","","2.534","72.574","66.155","170.683","248.061","","","","","","","","","","","","","","","","","","73.4276146","61.124607","",""
